Utility Characteristics,,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
2023,3093,Carroll Electric Coop Corp - (AR),A,Bundled,O,AR,Cooperative,SWPP,160271,1295365,97873,45866,428503,6749,27972,353205,57,0,0,0,234109,2077073,104679
2023,3093,Carroll Electric Coop Corp - (AR),A,Bundled,O,MO,Cooperative,SWPP,16506,128858,11981,2932,25388,990,0,0,0,0,0,0,19438,154246,12971
2023,3107,Carteret-Craven El Member Corp,A,Bundled,O,NC,Cooperative,CPLE,54636.5,455816,38373,13986.2,130608,4231,.,.,.,.,.,.,68622.7,586424,42604
2023,3108,City of Cartersville - (GA),A,Bundled,O,GA,Municipal,SOCO,11006.1,80611,6622,25615.5,233923,1453,17783.4,259429,5,.,.,.,54405,573963,8080
2023,3113,City of Carthage - (MO),A,Bundled,O,MO,Municipal,SWPP,11031,79025,6983,7501,60871,1112,13030,132734,27,.,.,.,31562,272630,8122
2023,3203,Cedar Falls Utilities,A,Bundled,O,IA,Municipal,MISO,17226.8,172086,17568,22557.5,356760,2198,4614.6,64641,251,0,0,0,44398.9,593487,20017
2023,3205,Cedar-Knox Public Power Dist,A,Bundled,O,NE,Political Subdivision,SWPP,8138.3,98621,5537,9206.5,126255,765,5638.3,49190,1344,.,.,.,22983.1,274066,7646
2023,3208,Cedarburg Light & Water Comm,A,Bundled,O,WI,Municipal,MISO,5673.6,44639,5914,5264.3,47518,942,978.9,12252,1,0,0,0,11916.8,104409,6857
2023,3216,City of Celina - (OH),A,Bundled,O,OH,Municipal,PJM,9118,86277,7205,8809,67579,894,6876,89389,14,.,.,.,24803,243245,8113
2023,3222,Central Alabama Electric Coop,A,Bundled,O,AL,Cooperative,SOCO,94247,598470,44435,12479,93361,2295,1162,10886,3,.,.,.,107888,702717,46733
2023,3226,"Central Rural Electric Cooperative, Inc",A,Bundled,O,OK,Cooperative,AECI,36368.7,340622,19184,25918.2,254971,4865,1909.6,20702,5,.,.,.,64196.5,616295,24054
2023,3236,"Central Electric Coop, Inc - (SD)",A,Bundled,O,SD,Cooperative,WACM,15003.2,120212,6455,3367.3,28762,678,16518.7,195193,178,0,0,0,34889.2,344167,7311
2023,3240,Central Electric Coop Inc - (OR),A,Bundled,O,OR,Cooperative,BPAT,52084,568299,33820,11023,135872,3136,6672,98492,1111,.,.,.,69779,802663,38067
2023,3245,"Central Florida Elec Coop, Inc",A,Bundled,O,FL,Cooperative,SEC,51518,387379,32541,11952.4,97840,3278,7547.8,71330,863,.,.,.,71018.2,556549,36682
2023,3248,Central Georgia El Member Corp,A,Bundled,O,GA,Cooperative,SOCO,105619,863405,59750,21401,192648,5934,21191,302094,100,.,.,.,148211,1358147,65784
2023,3249,Central Hudson Gas & Elec Corp,A,Bundled,O,NY,Investor Owned,NYIS,468859.9,1866092,241785,175218,968353,39820,8764.6,52609,750,0,0,0,652842.5,2887054,282355
2023,3249,Central Hudson Gas & Elec Corp,C,Delivery,O,NY,Investor Owned,NYIS,33447.7,229861,28256,55276,990334,10196,15600,805392,243,0,0,0,104323.7,2025587,38695
2023,3250,Central Electric Membership Corp. - (NC),A,Bundled,O,NC,Cooperative,CPLE,45787.9,330633,21798,6631.1,52879,2490,3521.8,46922,14,.,.,.,55940.8,430434,24302
2023,3264,Central Lincoln People's Ut Dt,A,Bundled,O,OR,Political Subdivision,BPAT,46447.9,434772,35736,16738.9,179836,5405,27054.3,592903,209,.,.,.,90241.1,1207511,41350
2023,3265,Cleco Power LLC,A,Bundled,O,LA,Investor Owned,MISO,469101,3771793,251095,320966,2847718,42890,179504,2228865,520,.,.,.,969571,8848376,294505
2023,3266,Central Maine Power Co,A,Bundled,O,ME,Investor Owned,ISNE,956517,3484270,513418,261782,1062099,52131,17282,76398,1032,0,0,0,1235581,4622767,566581
2023,3266,Central Maine Power Co,C,Delivery,O,ME,Investor Owned,ISNE,40692,365281,54554,119415,2099704,23372,64085,1666274,780,0,0,0,224192,4131259,78706
2023,3268,Central Missouri Elec Coop Inc,A,Bundled,O,MO,Cooperative,AECI,22313.3,188694,11054,3193.9,30268,346,7855.4,111382,3,.,.,.,33362.6,330344,11403
2023,3273,"Central New Mexico El Coop, Inc",A,Bundled,O,NM,Cooperative,PNM,21847,131545,17087,10455,48791,1627,5910,71103,277,.,.,.,38212,251439,18991
2023,3282,"Central Texas Elec Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,53109.2,514124,38693,7772,77238,3777,13890,214932,3926,.,.,.,74771.2,806294,46396
2023,3287,"Central Valley Elec Coop, Inc",A,Bundled,O,NM,Cooperative,SWPP,7779.8,83480,5911,6110.9,44617,4698,55683.7,730469,4336,0,0,0,69574.4,858566,14945
2023,3291,Central Virginia Electric Coop,A,Bundled,O,VA,Cooperative,PJM,75713,472189,34744,15195,107994,4598,11959,172793,29,.,.,.,102867,752976,39371
2023,3295,City of Centralia - (WA),A,Bundled,O,WA,Municipal,BPAT,12287.5,124993,9015,3878.2,33509,1546,10509.3,106857,140,.,.,.,26675,265359,10701
2023,3329,Borough of Chambersburg,A,Bundled,O,PA,Municipal,PJM,9833,93700,9798,11536.2,117086,1821,8128.5,102649,20,.,.,.,29497.7,313435,11639
2023,3355,City of Chanute,A,Bundled,O,KS,Municipal,SWPP,4479,44516,4583,4563,44539,921,13635,200828,94,.,.,.,22677,289883,5598
2023,3400,City of Chaska - (MN),A,Bundled,O,MN,Municipal,MISO,15223.4,85644,10151,26327.2,199760,1000,16923.2,128094,108,.,.,.,58473.8,413498,11259
2023,3408,City of Chattanooga - (TN),A,Bundled,O,GA,Municipal,TVA,16376,136614,10204,5844,45730,1068,1382,30756,2,0,0,0,23602,213100,11274
2023,3408,City of Chattanooga - (TN),A,Bundled,O,TN,Municipal,TVA,244804,2040139,160446,240953,2072820,24591,76556,1173053,65,0,0,0,562313,5286012,185102
2023,3413,PUD No 1 of Chelan County,A,Bundled,O,WA,Political Subdivision,CHPD,32880.6,930419,41572,21142.9,537531,6556,13173.8,408476,1451,.,.,.,67197.3,1876426,49579
2023,3426,Cherokee Electric Coop - (AL),A,Bundled,O,AL,Cooperative,TVA,34655,235884,18593,19190,112864,7531,4709,52918,3,0,0,0,58554,401666,26127
2023,3436,Cherryland Electric Coop Inc,A,Bundled,O,MI,Cooperative,MISO,43778.8,282301,34647,13592.3,121871,3233,292.7,2104,126,.,.,.,57663.8,406276,38006
2023,3461,Cheyenne Light Fuel & Power,A,Bundled,O,WY,Investor Owned,WACM,40779.6,268961,39444,143560.9,1643036,5343,12310.9,206751,2,0,0,0,196651.4,2118748,44789
2023,3470,Cherokee County Elec Coop Assn - (TX),A,Bundled,O,TX,Cooperative,ERCO,45603,303227,21510,8712,62775,1763,5505,95421,2,.,.,.,59820,461423,23275
2023,3475,City of Chickamauga,A,Bundled,O,GA,Municipal,TVA,1335,10531,828,1495,12918,141,0,0,0,0,0,0,2830,23449,969
2023,3477,City of Chicopee - (MA),A,Bundled,O,MA,Municipal,ISNE,32248.2,191920,23470,21030.2,123111,2928,16849,114060,40,.,.,.,70127.4,429091,26438
2023,3478,Cimarron Electric Coop,A,Bundled,O,OK,Cooperative,SWPP,21008,172263,14759,42843,386933,4224,11633,188546,13,.,.,.,75484,747742,18996
2023,3502,"Choctawhatche Elec Coop, Inc",A,Bundled,O,FL,Cooperative,SOCO,100294.7,771997,54813,27826.1,247190,8260,1368.7,15883,2,0,0,0,129489.5,1035070,63075
2023,3503,"Choptank Electric Cooperative, Inc",A,Bundled,O,MD,Cooperative,PJM,111960.2,657483,50392,35702.9,224212,5970,14155.2,119171,181,.,.,.,161818.3,1000866,56543
2023,3522,Chugach Electric Assn Inc,A,Bundled,O,AK,Cooperative,CEA,121517.6,588386,96896,202696,1243398,16351,8095.8,59304,6,0,0,0,332309.4,1891088,113253
2023,3527,Choctaw Electric Coop Inc,A,Bundled,O,OK,Cooperative,SWPP,39559.4,296779,21218,8145.8,98380,313,6228.6,107785,2,.,.,.,53933.8,502944,21533
2023,3542,Duke Energy Ohio Inc,A,Bundled,O,OH,Investor Owned,PJM,528417.5,3587895,334752,167486.1,1586632,24811,90888.8,1200084,471,.,.,.,786792.4,6374611,360034
2023,3542,Duke Energy Ohio Inc,C,Delivery,O,OH,Investor Owned,PJM,246510.1,3570200,352443,209335.1,5724742,38855,59194.5,3684559,1558,.,.,.,515039.7,12979501,392856
2023,3597,Citizens Electric Co - (PA),A,Bundled,O,PA,Investor Owned,PJM,14333,82343,5928,4081,22754,1127,1661,11288,25,0,0,0,20075,116385,7080
2023,3597,Citizens Electric Co - (PA),C,Delivery,O,PA,Investor Owned,PJM,4,107,4,95,3161,41,486,31707,15,0,0,0,585,34975,60
2023,3600,Citizens Electric Corporation - (MO),A,Bundled,O,MO,Cooperative,MISO,42821.8,287508,24609,11618.9,88959,2789,82452.3,1272086,126,0,0,0,136893,1648553,27524
2023,3641,"Claiborne Electric Coop, Inc",A,Bundled,O,LA,Cooperative,MISO,32998,299388,21540,8671,78981,2635,20242,212857,98,.,.,.,61911,591226,24273
2023,3644,PUD No 1 of Clallam County,A,Bundled,O,WA,Political Subdivision,BPAT,54006.7,469079,30390,16568.9,174566,3539,1571.7,21648,2,.,.,.,72147.3,665293,33931
2023,3647,City of Claremore,A,Bundled,O,OK,Municipal,SWPP,19572,132199,11655,4934,32190,1334,8187,118241,139,.,.,.,32693,282630,13128
2023,3660,PUD No 1 of Clark County - (WA),A,Bundled,O,WA,Political Subdivision,BPAT,247072,2671382,215343,103299,1363946,20106,41809,750390,32,0,0,0,392180,4785718,235481
2023,3687,Clark Energy Coop Inc - (KY),A,Bundled,O,KY,Cooperative,PJM,43022,317679,25949,11270,86178,2061,937,10428,1,.,.,.,55229,414285,28011
2023,3704,City of Clarksville - (TN),A,Bundled,O,TN,Municipal,TVA,118443,956181,74287,66947,561569,9205,4340,67572,3,0,0,0,189730,1585322,83495
2023,3705,Clarksville Connected Utilities,A,Bundled,O,AR,Municipal,SWPP,4239.6,44946,3798,3457.6,36537,700,8662.2,132278,51,.,.,.,16359.4,213761,4549
2023,3712,Clay County Electric Coop Corp - (AR),A,Bundled,O,AR,Cooperative,MISO,14792.2,108436,10495,11384.9,84683,2740,7443.8,91682,8,.,.,.,33620.9,284801,13243
2023,3712,Clay County Electric Coop Corp - (AR),A,Bundled,O,MO,Cooperative,MISO,70.8,487,48,24.1,211,5,.,.,.,.,.,.,94.9,698,53
2023,3755,Cleveland Electric Illum Co,A,Bundled,O,OH,Investor Owned,PJM,327392,2273043,296401,152333.4,951617,26984,72220.5,1083029,126,0,0,0,551945.9,4307689,323511
2023,3755,Cleveland Electric Illum Co,C,Delivery,O,OH,Investor Owned,PJM,213456.2,2856302,377828,311520.5,4747130,54819,73113.5,5102679,513,629.3,28268,1,598719.5,12734379,433161
2023,3757,"Clay Electric Cooperative, Inc - (FL)",A,Bundled,O,FL,Cooperative,SEC,299745,2388898,168185,73960,693536,22376,30566.4,464818,40,.,.,.,404271.4,3547252,190601
2023,3758,City of Cleveland - (TN),A,Bundled,O,TN,Municipal,TVA,45672,363409,28727,43805,370118,4978,17000,251070,17,0,0,0,106477,984597,33722
2023,3762,City of Cleveland - (OH),A,Bundled,O,OH,Municipal,PJM,54517.9,363684,64034,87640,612031,8860,50526.9,537779,23,.,.,.,192684.8,1513494,72917
2023,3812,City of Clinton - (TN),A,Bundled,O,TN,Municipal,TVA,44685,352371,25968,22581,175451,4968,16479,255163,10,0,0,0,83745,782985,30946
2023,3824,Clyde Light & Power,A,Bundled,O,OH,Municipal,PJM,2948,23666,2768,2539,17974,348,13359,159097,10,.,.,.,18846,200737,3126
2023,3828,Cloverland Electric Co-op,A,Bundled,O,MI,Cooperative,MISO,40715.7,284162,35911,34444.3,286252,7633,12910.4,144414,8,0,0,0,88070.4,714828,43552
2023,3841,Coast Electric Power Assn - (MS),A,Bundled,O,MS,Cooperative,SOCO,162377,1225891,81352,52980,438301,7581,15718,222242,9,0,0,0,231075,1886434,88942
2023,3843,Coastal Electric Member Corp - (GA),A,Bundled,O,GA,Cooperative,SOCO,39623.5,280062,19782,10564.2,79778,3111,14189.4,182886,6,.,.,.,64377.1,542726,22899
2023,3855,Columbia Power System - (TN),A,Bundled,O,TN,Municipal,TVA,44398,372920,30374,38024,335301,5191,363,8732,2,0,0,0,82785,716953,35567
2023,3892,City of Coffeyville - (KS),A,Bundled,O,KS,Municipal,SWPP,5980.2,49094,4736,7858.5,65500,1010,47413.5,691688,9,0,0,0,61252.2,806282,5755
2023,3915,Coldwater Board of Public Util,A,Bundled,O,MI,Municipal,MISO,5876.9,42337,6189,6083.5,41158,1446,34576.3,389281,66,0,0,0,46536.7,472776,7701
2023,3916,Cobb Electric Membership Corp,A,Bundled,O,GA,Cooperative,SOCO,295737.7,2533635,197597,124197.6,1222941,23249,11322.3,141562,64,0,0,0,431257.6,3898138,220910
2023,3931,Coles-Moultrie Electric Coop,A,Bundled,O,IL,Cooperative,MISO,18911,112210,8461,7034,48765,1108,4071,35859,16,.,.,.,30016,196834,9585
2023,3939,City of College Park - (GA),A,Bundled,O,GA,Municipal,SOCO,9296.1,71904,7673,36141,494870,1011,.,.,.,.,.,.,45437.1,566774,8684
2023,3940,City of College Station - (TX),A,Bundled,O,TX,Municipal,ERCO,75696,520817,41879,52262,427578,3617,.,.,.,.,.,.,127958,948395,45496
2023,3989,City of Colorado Springs - (CO),A,Bundled,O,CO,Municipal,WACM,211329.5,1531512,211787,106809.5,1077437,39876,164928.1,1877130,1530,0,0,0,483067.1,4486079,253193
2023,3991,CMS Energy Resource Management,B,Energy,O,MI,Retail Power Marketer,MISO,0,0,0,0,0,0,10218.6,176076,1,0,0,0,10218.6,176076,1
2023,4003,City of Colton - (CA),A,Bundled,O,CA,Municipal,CISO,23951,104746,17135,24833,68816,2083,27108,154861,291,.,.,.,75892,328423,19509
2023,4041,"Columbia Rural Elec Assn, Inc",A,Bundled,O,OR,Cooperative,BPAT,112.7,934,44,29.4,141,24,421.5,4627,61,.,.,.,563.6,5702,129
2023,4041,"Columbia Rural Elec Assn, Inc",A,Bundled,O,WA,Cooperative,BPAT,7955.7,60399,4293,7870.3,80623,1661,17384,226954,536,.,.,.,33210,367976,6490
2023,4045,City of Columbia - (MO),A,Bundled,O,MO,Municipal,MISO,57323,438749,44483,50967,465431,7504,24850,262200,29,.,.,.,133140,1166380,52016
2023,4063,Co-Mo Electric Coop Inc,A,Bundled,O,MO,Cooperative,AECI,52785,392985,30777,7616,65009,2246,938,11827,1,.,.,.,61339,469821,33024
2023,4065,City of Columbus - (OH),A,Bundled,O,OH,Municipal,PJM,10880.9,94139,15038,15207,106543,3141,64452,647535,428,.,.,.,90539.9,848217,18607
2023,4068,City of Columbus - (MS),A,Bundled,O,MS,Municipal,TVA,13807,114528,8943,23289,201150,3718,1592,16449,3,0,0,0,38688,332127,12664
2023,4073,City of Columbus - (WI),A,Bundled,O,WI,Municipal,MISO,2378.9,18837,2453,2726.5,24590,439,2530,29596,3,0,0,0,7635.4,73023,2895
2023,4100,Just Energy Solutions Inc.,B,Energy,O,DE,Retail Power Marketer,PJM,2306,18265,1694,0,0,0,0,0,0,0,0,0,2306,18265,1694
2023,4100,Just Energy Solutions Inc.,B,Energy,O,IL,Retail Power Marketer,PJM,33519,316953,37176,2097.3,22700,1422,0,0,0,0,0,0,35616.3,339653,38598
2023,4100,Just Energy Solutions Inc.,B,Energy,O,MD,Retail Power Marketer,PJM,22014.1,166895,16737,375.4,2539,136,0,0,0,0,0,0,22389.5,169434,16873
2023,4100,Just Energy Solutions Inc.,B,Energy,O,MI,Retail Power Marketer,MISO,0,0,0,158.2,1391,55,0,0,0,0,0,0,158.2,1391,55
2023,4100,Just Energy Solutions Inc.,B,Energy,O,NJ,Retail Power Marketer,PJM,1541.6,9553,1104,23.4,122,4,0,0,0,0,0,0,1565,9675,1108
2023,4100,Just Energy Solutions Inc.,B,Energy,O,OH,Retail Power Marketer,PJM,30443.6,321041,30440,34.4,368,31,0,0,0,0,0,0,30478,321409,30471
2023,4100,Just Energy Solutions Inc.,B,Energy,O,PA,Retail Power Marketer,PJM,5218.8,43525,5450,2335.3,13447,1912,0,0,0,0,0,0,7554.1,56972,7362
2023,4110,Commonwealth Edison Co,A,Bundled,O,IL,Investor Owned,PJM,3046255.6,20611558,3006545,930756.2,8002788,235795,85579.5,1349827,151,0,0,0,4062591.3,29964173,3242491
2023,4110,Commonwealth Edison Co,C,Delivery,O,IL,Investor Owned,PJM,376756.5,5411007,725914,811908,21157113,160407,596723.5,25358007,1724,8719.2,399921,2,1794107.2,52326048,888047
2023,4146,Concho Valley Elec Coop Inc,A,Bundled,O,TX,Cooperative,ERCO,18810.8,136581,11898,4340.6,28713,2269,24603.5,352911,1829,0,0,0,47754.9,518205,15996
2023,4150,City of Concord - (NC),A,Bundled,O,NC,Municipal,DUK,43953.6,340701,29058,47109.9,391980,4312,15159.1,156515,55,.,.,.,106222.6,889196,33425
2023,4153,"Concordia Electric Coop, Inc",A,Bundled,O,LA,Cooperative,MISO,18248,140534,11893,7403.3,46831,1727,1313.6,6548,178,.,.,.,26964.9,193913,13798
2023,4160,Callaway Electric Cooperative,A,Bundled,O,MO,Cooperative,AECI,26703.5,176218,12550,5029.4,45540,879,.,.,.,.,.,.,31732.9,221758,13429
2023,4176,Connecticut Light & Power Co,A,Bundled,O,CT,Investor Owned,ISNE,2298512.8,7267019,933332,536494.3,1956775,77561,41369.3,138888,1702,27193.3,116683,1,2903569.7,9479365,1012596
2023,4176,Connecticut Light & Power Co,C,Delivery,O,CT,Investor Owned,ISNE,299285.9,2304423,232229,516170,6214387,35654,95788,1527670,1175,2322.9,50925,1,913566.8,10097405,269059
2023,4226,Consolidated Edison Co-NY Inc,A,Bundled,O,NY,Investor Owned,NYIS,3655226,11574172,2667061,2787538,10955241,474951,13342,60848,53,22629,75748,2,6478735,22666009,3142067
2023,4226,Consolidated Edison Co-NY Inc,C,Delivery,O,NY,Investor Owned,NYIS,395764,2040502,373482,2623934,24922946,121876,35980,329628,661,131295,2306171,2,3186973,29599247,496021
2023,4237,Consolidated Electric Coop,A,Bundled,O,MO,Cooperative,AECI,13941,116627,7611,3237,32389,573,7991,84671,85,.,.,.,25169,233687,8269
2023,4247,Consolidated Water Power Co,A,Bundled,O,WI,Investor Owned,MISO,80.9,670,70,194.9,1733,13,31118.9,458063,4,0,0,0,31394.7,460466,87
2023,4254,Consumers Energy Co - (MI),A,Bundled,O,MI,Investor Owned,MISO,2297684.9,12207836,1652141,1660804,11693835,230911,712480.6,8547339,1238,0,0,0,4670969.5,32449010,1884290
2023,4254,Consumers Energy Co - (MI),C,Delivery,O,MI,Investor Owned,MISO,0,0,0,23428.9,909714,815,15399.6,2652252,127,0,0,0,38828.5,3561966,942
2023,4262,Cooke County Elec Coop Assn,A,Bundled,O,TX,Cooperative,ERCO,34839,222074,15536,16223,120414,2246,3712,55926,6,.,.,.,54774,398414,17788
2023,4265,Continental Divide El Coop Inc,A,Bundled,O,NM,Cooperative,PNM,23705,150785,20488,15086,119272,2975,19837,306271,5,.,.,.,58628,576328,23468
2023,4280,Conway Corporation,A,Bundled,O,AR,Municipal,MISO,30592,360363,30307,20598,252176,3116,18201,272499,99,.,.,.,69391,885038,33522
2023,4294,City of Cookeville - (TN),A,Bundled,O,TN,Municipal,TVA,19307,170619,15579,34190,312930,3825,2898,49531,6,0,0,0,56395,533080,19410
2023,4295,Comanche County Elec Coop Assn,A,Bundled,O,TX,Cooperative,ERCO,17598.7,109545,7170,24037.8,273670,10779,5530.5,62036,11,.,.,.,47167,445251,17960
2023,4296,"Cookson Hills Elec Coop, Inc",A,Bundled,O,OK,Cooperative,AECI,31950.1,247649,17319,3866,32161,1397,3599.6,39760,128,0,0,0,39415.7,319570,18844
2023,4317,"Coos-Curry Electric Coop, Inc",A,Bundled,O,OR,Cooperative,BPAT,23982,192257,15862,10681.7,94151,2224,4777.1,54618,433,.,.,.,39440.8,341026,18519
2023,4327,Coosa Valley Electric Coop Inc,A,Bundled,O,AL,Cooperative,SOCO,34060,210494,15418,5546,29845,2582,8656,64265,109,.,.,.,48262,304604,18109
2023,4356,Colorado River Comm of Nevada,A,Bundled,O,NV,State,NEVP,.,.,.,0,0,0,0,0,0,.,.,.,0,0,0
2023,4356,Colorado River Comm of Nevada,B,Energy,O,NV,State,NEVP,0,0,0,5048,184000,13,3232,129354,4,0,0,0,8280,313354,17
2023,4356,Colorado River Comm of Nevada,C,Delivery,O,NV,State,NEVP,0,0,0,2681,734000,1,0,0,0,0,0,0,2681,734000,1
2023,4362,Corn Belt Energy Corporation,A,Bundled,O,IL,Cooperative,MISO,59028,378894,34565,23001.1,172618,2427,5098.3,68528,3,.,.,.,87127.4,620040,36995
2023,4373,Cornhusker Public Power Dist,A,Bundled,O,NE,Political Subdivision,SWPP,14214.3,133396,7362,7078.9,83511,551,18125,211064,2443,0,0,0,39418.2,427971,10356
2023,4390,City of Corona - (CA),A,Bundled,O,CA,Municipal,CISO,1210.4,7935,1286,6449.3,43795,547,3273.8,28152,9,0,0,0,10933.5,79882,1842
2023,4390,City of Corona - (CA),B,Energy,O,CA,Municipal,CISO,0,0,0,1618.4,19508,926,2862.6,34355,5,0,0,0,4481,53863,931
2023,4401,"Cotton Electric Coop, Inc",A,Bundled,O,OK,Cooperative,SWPP,37387.1,304614,19459,21601.3,214347,4061,20662.3,329985,30,0,0,0,79650.7,848946,23550
2023,4410,"Shell Energy North America (US), L.P.",B,Energy,O,CA,Retail Power Marketer,CISO,0,0,0,224654.4,3121529,150,193719.2,3237811,62,0,0,0,418373.6,6359340,212
2023,4410,"Shell Energy North America (US), L.P.",B,Energy,O,NV,Retail Power Marketer,NEVP,0,0,0,0,0,0,59295,962716,1,0,0,0,59295,962716,1
2023,4410,"Shell Energy North America (US), L.P.",B,Energy,O,OR,Retail Power Marketer,PGE,0,0,0,7096.4,73849,3,22565,280823,4,0,0,0,29661.4,354672,7
2023,4410,"Shell Energy North America (US), L.P.",B,Energy,O,WA,Retail Power Marketer,PSEI,0,0,0,0,0,0,33820.5,486097,3,0,0,0,33820.5,486097,3
2023,4430,"Covington Electric Coop, Inc",A,Bundled,O,AL,Cooperative,SOCO,50925.2,303489,23051,8572.7,62689,1368,2163.6,23039,15,.,.,.,61661.5,389217,24434
2023,4432,Coweta-Fayette El Member Corp,A,Bundled,O,GA,Cooperative,SOCO,135259.5,1158514,81314,37241.5,303301,6195,12382.6,178038,61,.,.,.,184883.6,1639853,87570
2023,4433,City of Covington - (GA),A,Bundled,O,GA,Municipal,SOCO,20855.3,147801,11846,19230.7,139707,1967,13459.4,165715,9,.,.,.,53545.4,453223,13822
2023,4437,City of Covington - (TN),A,Bundled,O,TN,Municipal,TVA,5062,45790,3671,9575,86719,958,6160,89769,3,0,0,0,20797,222278,4632
2023,4442,PUD No 1 of Cowlitz County,A,Bundled,O,WA,Political Subdivision,BPAT,68656,795261,47781,33506,386120,5343,129929,2922664,31,0,0,0,232091,4104045,53155
2023,4508,"Crawfordsville Elec, Lgt & Pwr",A,Bundled,O,IN,Municipal,MISO,11223,83141,8568,5382.7,39504,1520,25578.2,240760,87,.,.,.,42183.9,363405,10175
2023,4509,Craighead Electric Coop Corp,A,Bundled,O,AR,Cooperative,MISO,46058,377933,24884,15842,122169,6071,9500,64813,833,.,.,.,71400,564915,31788
2023,4524,"Crawford Electric Coop, Inc",A,Bundled,O,MO,Cooperative,AECI,32513.3,257958,19667,4631.6,42386,1727,274.7,3248,3,.,.,.,37419.6,303592,21397
2023,4538,Crisp County Power Comm,A,Bundled,O,GA,Political Subdivision,SOCO,19776.1,140900,9286,17018.1,110425,2847,11995.3,133850,56,.,.,.,48789.5,385175,12189
2023,4577,Crow Wing Cooperative Power & Light Comp,A,Bundled,O,MN,Cooperative,MISO,59272.3,457087,44154,15587,146277,2913,10555,114007,222,.,.,.,85414.3,717371,47289
2023,4604,City of Crystal Falls,A,Bundled,O,MI,Municipal,MISO,1363,7434,1392,1475,9336,299,0,0,0,0,0,0,2838,16770,1691
2023,4607,City of Cuba City,A,Bundled,O,WI,Municipal,MISO,909.1,7493,973,1108.5,9616,149,0,0,0,0,0,0,2017.6,17109,1122
2023,4617,Cullman Power Board,A,Bundled,O,AL,Municipal,TVA,10663,84283,6944,19372,157793,2011,1818,18903,3,0,0,0,31853,260979,8958
2023,4618,"Cullman Electric Coop, Inc",A,Bundled,O,AL,Cooperative,TVA,72683,550179,39235,33943,241026,8460,20664,266542,13,0,0,0,127290,1057747,47708
2023,4622,"Cumberland Valley Electric, Inc.",A,Bundled,O,KY,Cooperative,PJM,35924,275005,22348,12072,148767,1630,8250,85320,76,.,.,.,56246,509092,24054
2023,4622,"Cumberland Valley Electric, Inc.",A,Bundled,O,TN,Cooperative,PJM,100,688,77,.,.,.,.,.,.,.,.,.,100,688,77
2023,4624,Cumberland Elec Member Corp,A,Bundled,O,TN,Cooperative,TVA,195293,1540047,98124,68808,534159,11693,44855,665246,28,0,0,0,308956,2739452,109845
2023,4671,Custer Public Power District,A,Bundled,O,NE,Political Subdivision,SWPP,11620,85872,4707,6138,49267,1274,13254,102523,5059,.,.,.,31012,237662,11040
2023,4675,Cuivre River Electric Coop Inc,A,Bundled,O,MO,Cooperative,AECI,116398.7,1100331,71475,4451,40522,1273,18324.8,238336,275,0,0,0,139174.5,1379189,73023
